abs_English,abs_Chinese,abs_Original
"A flavor modifier comprises a long-chain highly unsaturated fatty acid and/or an ester thereof.|An abstract of the invention will appear on an advertisement page :  page 1 of the abstract of the invention in page 1 is intended to provide a way to improve taste;  And the flavor of the food,  whereby the present invention relates to a flavor modifier compounded with an acid;  A highly unsaturated fat containing a long chain structure and/or an ester thereof as a main ingredient;  And;  Adding flavor component comprising highly unsaturated fatty acid;  Long chain structures and/or esters thereof obtained from specific vegetable oils containing linolenic acid;  Numerous methods of enhancing the effectiveness of flavor modifiers that are complexed with non-fatty acids;  Having a long chain structure and/or high saturation of its ester,  assembled by filling;  Flavor ingredients,  fats and vegetable oils added to the flavor modifier;  Amounts of acid. Formulation-linolenic acid 5% or less in combination with a highly unsaturated fatty acid;  A food product having a long chain and/or ester structure and having a novel flavor;  A method of combining flavor modifiers or vegetable fats and vegetable oil compositions;  Improving the flavor of the food by adding a flavor improving agent or ingredient;  A method of adding vegetable fats and vegetable oils to a food product,  and improving the flavor of the food product,  comprising :  Isolation of highly unsaturated fatty acids and/or esters thereof having a long chain structure;  Flavor ingredients are added to the food.",由长链高不饱和脂肪酸和/或其酯组成的风味改良剂。|发明摘要将出现在广告页面：第1页中的第1页发明摘要的目的是提供改善口感的途径；以及食品的风味，因此本发明涉及一种与酸复合的风味改良剂；以长链结构和/或其酯为主要成分的高不饱和脂肪；和；添加风味的成分，由高不饱和脂肪酸组成；从含有亚麻酸的特定植物油中获得的长链结构和/或其酯；许多，提高风味改良剂的效果的方法，该改良剂与非脂肪酸复合；具有长链结构和/或其酯的高饱和度，通过填充组装；添加到风味改良剂中的风味成分、脂肪和植物油；酸的量。配方-亚麻酸5%或更少，与高不饱和脂肪酸结合；具有长链和/或其酯的结构，具有新的风味的食品；一种利用风味改良剂或植物脂肪和植物油组合物组合而成的方法；通过添加风味改善剂或成分来改善食品的风味；将植物脂肪和植物油添加到食品中，以及改善食品风味的方法，其中包括；具有长链结构的高不饱和脂肪酸和/或其酯的分离；在食物中添加风味的成分。,"สารปรับปรุงตัวรสชาติซึ่งประกอบรวมด้วยกรดไขมันไม่อิ่มตัวสูงที่มีโซ่ยาว และ/หรือเอสเตอร์ของมัน|บทสรุปการประดิษฐ์ซึ่งจะปรากฏบนหน้าประกาศโฆษณา   : หน้า 1 ของจำนวน 1 หน้าบทสรุปการประดิษฐ์วัตถุประสงค์ของการประ ดิษฐ์นี้ได้แก่ การจัดให้มีวิถีทางเพื่อปรับปรุงตัวรสชาติ,  รสชาติ; และกลิ่นรสของอาหารดังนั้น การประดิษฐ์นี้จึงเกี่ยวข้องกับสารปรับปรุงตัวรสชาติซึ่งประกอบรวมด้วยกรด; ไขมันไม่อิ่มตัวสูงที่มีโครงสร้างเป็นโซ่ยาว และ/หรือเอสเตอร์ของมันเป็นส่วนประกอบหลัก และ; ส่วนประกอบที่เพิ่มตัวรสชาติ โดยสารปรับปรุงตัวรสชาติจะประกอบรวมด้วยกรดไขมันไม่อิ่มตัวสูง; ที่มีโครงสร้างเป็นโซ่ยาว และ/หรือเอสเตอร์ของมันที่ได้จากนํ้ามันพืชเฉพาะที่มีกรด สูตร- ไลโนเลนิก; เป็นจำนวนมาก,  วิธีการเพื่อเพิ่มผลของสารปรับปรุงตัวรสชาติซึ่งประกอบรวมด้วยกรดไขมันไม่; อิ่มตัวสูงที่มีโครงสร้างเป็นโซ่ยาว และ/หรือเอสเตอร์ของมัน ที่ซึ่งประกอบรวมด้วยการเติม; ส่วนประกอบที่เพิ่มตัวรสชาติลงไปในสารปรับปรุงตัวรสชาติ,  องค์ประกอบไขมันและนํ้ามันพืช ที่มี; ปริมาณของกรด สูตร - ไลโนเลนิก 5% หรือน้อยกว่า ซึ่งประกอบรวมด้วยกรดไขมันไม่อิ่มตัวสูงที่มี; โครงสร้างเป็นโซ่ยาว และ/หรือเอสเตอร์ของมัน,  อาหารที่มีตัวรสชาติที่ได้รับการปรันปรุงใหม่ซึ่ง; ประกอบรวมด้วยสารปรับปรุงตัวรสชาติ หรือองค์ประกอบไขมันพืชและนํ้ามันพืช,  วิธีการเพื่อ; ปรับปรุงตัวรสชาติของอาหาร ซึ่งประกอบรวมด้วยการเติมสารปรับปรุงตัวรสชาติหรือองค์ประกอบ; ไขมันพืชและนํ้ามันพืชลงไปในอาหาร และวิธีการเพื่อปรับปรุงตัวรสชาติของอาหารซึ่งประกอบรวม; ด้วย การแยกเติมกรดไขมันไม่อิ่มตัวสูงที่มีโครงสร้างเป็นโซ่ยาว และ/หรือเอสเตอร์ของมัน และ; ส่วนประกอบที่เพิ่มตัวรสชาติลงไปในอาหาร"
"Technology for High Production of Health Care and Nutritional Functional Food with Ostrich Fat and Herbal Extract|The invention relates to a process for producing health-care nutritional functional food with high extract of ostrich oil,  which comprises the following steps :  a) preparing ostrich oil :  filtering from the original oil raw material extracted with n-hexane through silica gel column,  saponifying with 0.5 M NaOH in 70% ethanol;  (b) prepare a high extract :  preparing Ganoderma lucidum high by water extraction;  The high green abutment processed from dry green abutment leaves is soaked and extracted with chloramphenicol,  the extract residue is collected,  and dried. Extraction with 96 alcohol for 3 times,  cooking the solvent type in the pan to high liquid type,  then extracting with ethyl acetate,  collecting ethyl acetate solution,  filtering,  topping the solvent to dryness,  cooking with high liquid type to moisture content of & 0.3%. C) Mixing product formula :  1. The mixing ratio of 500mg soft capsule is 150mg of high-dried Ganoderma lucidum,  250mg of ostrich oil,  25mg of high-dried blue shoulder and 15g of vitamin E.",鸵鸟脂肪和高草本提取物生产营养保健功能食品的工艺|本发明涉及一种鸵鸟油脂高提取物生产保健营养功能食品的工艺，包括以下步骤 : a)制备鸵鸟油脂 : 从用正己烷提取的原油脂原料中，经硅胶柱过滤，用0.5 M NaOH在70%乙醇中皂化；b)制备高提取物 : 用水提法制备灵芝高； 用干绿色桥台叶加工而成的高绿色桥台，用氯霉素浸泡提取，收集提取物渣，干燥。 用96°醇提取3次，将锅中的溶剂型蒸煮至高液型，再用乙基乙酸酯提取，收集乙基乙酸酯液，过滤后，她追溶剂至干，高液型蒸煮至含水率&0.3%。 c)混合产品配方 : 1软胶囊500mg的混合比例为高干灵芝150mg，鸵鸟油250mg，高干蓝肩25mg，维生素E : 15g。,"QUY TRÌNH SẢN XUẤT THỰC PHẨM CHỨC NĂNG BỔ DƯỠNG SỨC KHỎE TỪ MỠ ĐÀ ĐIỂU VÀ CAO CHIẾT THẢO DƯỢC|Sáng chế đề cập đến quy trình sản xuất thực phẩm chức năng bổ dưỡng sức khỏe từ mỡ đà điểu và cao chiết thảo dược bao gồm các bước :  a) Điều chế dầu đà điểu :  từ nguyên liệu mỡ ban đầu chiết bằng n-hexan,  lọc qua cột silicagel,  xà phòng hóa bằng NaOH 0, 5M trong etanol 70%,  b) Điều chế cao dược liệu :  cao linh chi được điều chế bằng phương pháp chiết nước;  cao chố xanh chế biến từ lá chố xanh khô,  ngâm chiết với clorofom,  thu bã chiết,  sấy khô. Tiến hành chiết 3 lần bằng cồn 96°,  cất loại dung môi trong nồi cô đến dạng cao lỏng,  chiết lại bằng etylaxetat,  thu lấy phần dịch etylaxetat,  lọc,  cô đuổi dung môi đến khô,  sấy cao khô đến độ ẩm &lt; 3%. c) Phối trộn tạo sản phẩm :  tỷ lệ phối trộn tính cho 1 viên nang mềm 500 mg là cao khô linh chi 150mg,  dầu đà điểu 250mg,  cao khô chố xanh 25mg,  và vitamin E :  15g."
"Circular rice paper production equipment|Useful scheme refers to the round coated cake production equipment that meets the production technical requirements,  changing from diluted rice flour to round coated cake with reasonable diameter and thickness. The device comprises a shaping shaft (1.6. 3) having two floating oval convex surfaces,  made of a food rubber material which facilitates the adhesion of rice flour to the convex surfaces and also facilitates the stamping of rice flour therefrom to the fabric conveyor surface (2.1) of the steamed bag subassembly. The speed of forming shaft (1.6. 3) and fabric conveyor (2.1) can be regulated by frequency converter. The diameter of the coated gear is adjustable by replacing the forming shaft (1.6. 3). The thickness of the coating cake is directly adjusted on the equipment by adjusting the powder layer adhered to the convex surfaces of the forming shaft and the gap between these convex surfaces and the surface of the fabric conveyor belt. The steamed stuffed bun cooking assembly (3) designed ensures uniform ripening of steamed stuffed bun without heat loss. The pie after coming out of the steamer is cooled by the fan system,  then the pie is removed from the cloth belt (2.1) with a scraper and stacked on the pie (3.4).",圆形包覆饼生产设备|有用的方案是指满足生产技术要求的圆形包覆饼生产设备，由稀释米粉变成直径，厚度合理的圆形包覆饼。 该装置包括成形轴(1.6.3)，具有两个浮动的椭圆形凸面，由食品橡胶材料制成，该材料有利于米粉与凸面的粘合，也便于将米粉从其上冲压到蒸包子组件的织物传送带表面(2.1)。 成形轴(1.6.3)以及织物输送机(2.1)的速度可通过变频器进行调速。 通过更换成形轴(1.6.3)，涂层齿轮的直径可调。 通过调整粘在成形轴凸面上的粉末层以及这些凸面与织物输送带表面之间的间隙，在设备上直接调整涂层饼的厚度。 所设计的包子蒸煮组件(3)保证了包子的成熟均匀，没有热量损失。 从蒸锅出来后的馅饼通过风扇系统冷却，然后用刮刀将馅饼从布料带(2.1)上取下，并将其堆放到馅饼(3.4)上。,"THIẾT BỊ SẢN XUẤT BÁNH TRÁNG DẠNG TRÒN|Giải pháp hữu ích đề cập đến thiết bị sản xuất bánh tráng dạng tròn đáp ứng được yêu cầu của công nghệ sản xuất từ bột gạo pha loãng thành bánh tráng dạng tròn có đường kính và độ dày hợp lý. Thiết bị này bao gồm trục tạo hình (1.6.3) có hai mặt lồi dạng hình elip được đắp nổi và được làm bằng vật liệu cao su thực phẩm,  vật liệu này tạo điều kiện thuận lợi cho sự bám dính của bột gạo lên các bề mặt lồi cũng nhu cho quá trình in dập lớp bột từ đó lên bề mặt băng tải vải (2.1) của cụm hấp bánh được dễ dàng. Tốc độ của trục tạo hình (1.6.3) cũng như băng tải vải (2.1) có thể điều chỉnh tốc độ bằng biến tần. Đường kính của bánh tráng có thể điều chỉnh bằng cách thay thế trục tạo hình (1.6.3). Độ dày của bánh tráng được điều chỉnh trực tiếp trên thiết bị nhờ điều chỉnh lớp bột dính lên các bề mặt lồi của trục tạo hình và khe hở giữa các bề mặt lồi này và bề mặt băng tải vải. Cụm hấp bánh (3) được thiết kế đảm bảo bánh chín đều và không bị tổn thất nhiệt. Bánh sau khi ra khỏi nồi hấp được làm nguội nhờ hệ thống quạt và sau đó được dao gạt lấy bánh gạt ra khỏi băng vải (2.1) và xếp lên phên lấy bánh (3.4)."
"Prawn substitute food|It is an object of the present invention to provide a shrimp-like food;  It can be used as a substitute for shrimp,  and the price of shrimp is rising. Mixing starch and konjak flour,  providing cellulose,  alkaline agent and water,  heating the mixture and freezing the product;  Heating provides a shrimp substitute having a shrimp-like texture. For the use of starch;  In particular,  high amylose corn starch and/or wheat starch is preferred.",对虾替代食品|本发明的目的是提供一种质地像虾的食品；可作为虾的替代品，虾的价格正在上涨。混合淀粉、魔芋粉，提供了纤维素、碱性剂和水、混合物的加热和产品的冷冻；加热提供了一种具有类似虾的质地的虾替代食品。用于淀粉的使用；特别是高直链淀粉的玉米淀粉和/或小麦淀粉是首选。,"อาหารทดแทนกุ้ง|บทสรุปการประดิษฐ์ซึ่งจะปรากฏบนหน้าประกาศโฆษณา   : หน้า 1 ของจำนวน 1 หน้าบทสรุปการประดิษฐ์วัตถุประสงค์ของการประดิษฐ์นี้คือการจัดให้มีผลิตภัณฑ์อาหารที่มีเนื้อสัมผัสเหมือนกุ้งที่; สามารถถูกนำมาใช้เป็นทางเลือกให้กับกุ้งซึ่งราคาของมันกำลังเพิ่มสูงขึ้น การผสมสตาร์ช,  แป้งบุก, ; เซลลูโลส,  แอลคาไลน์เอเจนต์และน้ำ,  การให้ความร้อนของผสมและการแช่แข็งผลิตภัณฑ์ที่ถูกให้; ความร้อนจัดให้มีผลิตภัณฑ์อาหารทดแทนกุ้งที่มีเนื้อสัมผัสเหมือนกุ้ง สำหรับสตาร์ชสำหรับการใช้; โดยเฉพาะอย่างยิ่งสตาร์ชข้าวโพดที่มีอะไมโลสสูง และ/หรือสตาร์ชข้าวสาลีคือที่ควรใช้"
"Sterilization food storage cabinet|The invention relates to a food preservation cabinet,  which is different in that the inner surface of the cabinet is coated with a fungicide powder coating,  wherein the fungicide powder coating contains 95-99% by weight of powder coating powder and 1-5% by weight of nano silver doped phosphite Ziricon powder (Ag/ZRP),  wherein : -the particle size of nano silver doped phosphite Ziricon powder is not greater than the average particle size of the powder coating powder;  And the amount of-nano silver is between 1% and 5% by weight of nano silver doped Ziricon phosphate powder.",杀菌食品保鲜柜|本发明涉及一种食品保鲜柜，其不同之处在于，此柜内表面涂有杀菌剂粉末涂料，此杀菌剂粉末涂料中含有添加量为95~99%重量的粉末涂料粉和1~5%重量的纳米银掺杂亚磷酸Ziricon粉(Ag/ZRP)，其中 : -纳米银掺杂亚磷酸Ziricon粉的粒径不大于粉末涂料粉的平均粒径； 以及-纳米银的量在纳米银掺杂的Ziricon磷酸盐粉末重量的1~5%之间。,"TỦ BẢO QUẢN THỰC PHẨM DIỆT KHUẨN|Sáng chế đề cập đến tủ bảo quản thực phẩm,  khác biệt ở chỗ,  bề mặt bên trong tủ này được phủ bằng sơn tĩnh điện diệt khuẩn,  sơn tĩnh điện diệt khuẩn này chứa bột sơn tĩnh điện với lượng từ 95 đến 99% trọng lượng và bột ziricon phosphat pha tạp nano bạc (Ag/ZrP) với lượng từ 1 đến 5% trọng lượng,  trong đó :  - bột ziricon phosphat pha tạp nano bạc có cỡ hạt không lớn hơn cỡ hạt trung bình của bột sơn tĩnh điện;  và - lượng nano bạc nằm trong khoảng từ 1 đến 5% trọng lượng của bột ziricon phosphat pha tạp nano bạc."
Fiber arranging technology for grinding machine|Revision 29/06/58 apparatus and method for accelerating food product and reducing product pressure to stretch the product and align product fibers-An apparatus and method for accelerating food product and reducing product pressure to stretch the product and align product fibers.,磨床用纤维排列技术|修订29/06/58加速食品产品和降低产品压力以使产品拉伸、使产品纤维排列的设备和方法-一种用于加速食品产品并降低产品压力以使产品拉伸，使产品纤维排列的装置和方法。,"เทคโนโลยีการจัดเรียงเส้นใยสำหรับเครื่องจักรสำหรับบด|แก้ไข 29/06/58 อุปกรณ์และวิธีการสำหรับเร่งผลิตภัณฑ์อาหารและลดแรงดันของผลิตภัณฑ์เพื่อทำให้
ผลิตภัณฑ์นั้นยืดออกทำให้เส้นใยของผลิตภัณฑ์เรียงตัว
------------------------------------- อุปกรณ์และวิธีการสำหรับเร่งผลิตภัณฑ์อาหารและลดแรงดันของผลิตภัณฑ์เพื่อทำให้
ผลิตภัณฑ์นั้นยืดออกทำให้ใยของผลิตภัณฑ์เรียงตัว"
"Food additive composition,  preparation method,  kit,  feed and premix containing such food additive composition|The present invention relates to a food additive composition consisting essentially of direct feeding bacteria comprising one or more bacterial strains that bind to at least one protease. In addition,  the invention also relates to a method for preparing the food additive composition,  a prepared kit,  a feed and a premix containing the food additive composition. & LT;  Image1",食品添加剂组合物，制备方法，试剂盒，饲料和含有此食品添加剂组合物的初制混合物|本发明涉及一种食品添加剂组合物，其基本由包含与至少一种蛋白酶结合的一个或多个细菌菌株的直接喂食细菌组成。 此外，本发明还涉及制备此食品添加剂组合物的方法，所制备的试剂盒，饲料和含有此食品添加剂组合物的预混料。&LT；Image1,"HỢP PHẦN PHỤ GIA THỰC PHẨM,  PHƯƠNG PHÁP ĐIỀU CHẾ,  BỘ KIT,  THỨC ĂN VÀ HỖN HỢP SƠ CHẾ CHỨA HỢP PHẦN PHỤ GIA THỰC PHẨM NÀY|Sáng chế đề cập đến hợp phần phụ gia thực phẩm về cơ bản gồm có vi khuẩn cho ăn trực tiếp chứa một hoặc nhiều chủng vi khuẩn kết hợp với ít nhất là một proteaza. Ngoài ra,  sáng chế còn đề cập đến phương pháp điều chế hợp phần phụ gia thực phẩm này,  bộ kít,  thức ăn và hỗn hợp sơ chế chứa hợp phần phụ gia thực phẩm này.&lt; Image1"
"Modified wheat flour and shell-making raw materials for fried food,  and denaturation method of such wheat flour|The invention relates to a modified wheat flour for fried food processing,  which contains a heat treatment product of non-modified wheat flour,  has a RVA peak viscosity of 3500mpas,  and has a gel initiation temperature lower than that of non-modified wheat flour by at least 10oC. The initial gel temperature of undenatured wheat flour is 70O ~ 86OC. The RVA peak viscosity of undenatured wheat flour is better between 3000 ml and 5000mpas. Sea dish powder has good dispersibility in water and can be made into crisp shell fried food. In addition,  the invention also relates to a shell-making raw material for the sack fried food and a flour denaturation method for the sack fried food.",包炒食品的变性小麦粉和制壳原料，以及这种变性小麦粉的方法|本发明涉及一种用于油炸食品加工的变性小麦粉，含有非变性小麦粉的热处理产物，其RVA峰值粘度为3500mpas，其凝胶起始温度比非变性小麦粉的凝胶起始温度至少低10oC。 未变性小麦粉的凝胶起始温度为70O~86OC为宜。 未变性小麦粉的RVA峰值粘度在3000毫升5000mpas之间较好。 海盘菜粉在水中具有良好的分散性，可制成脆壳油炸食品。 此外，本发明还涉及一种麻袋油炸食品的制壳原料，以及麻袋油炸食品的面粉变性方法。,"BỘT MÌ BIẾN TÍNH VÀ NGUYÊN LIỆU LÀM VỎ CHO THỰC PHẨM CHIÊN BAO,  VÀ PHƯƠNG PHÁP BIẾN TÍNH BỘT MÌ NÀY|Sáng chế đề cập đến bột mì biến tính được dùng trong quá trình chế biến thực phẩm chiên bao chứa sản phẩm được xử lý nhiệt của bột mì không biến tính và có độ nhớt đỉnh RVA từ 3500 đền 7000 mPas và nhiệt độ bắt đầu gel hóa thấp hơn ít nhất 10oC so với nhiệt độ bắt đầu gel hóa của bột mì không biến tính. Bột mì không biến tính tốt hơn là có nhiệt độ bắt đầu gel hóa từ 70o đến 86oC. Bột mì không biến tính tốt hơn là có độ nhớt đỉnh RVA từ 3000 đển 5000 mPas. Bột mì biển tính có khả năng phân tán tốt trong nước và tạo ra thực phẩm chiên bao có vỏ giòn. Ngoài ra,  sáng chế cũng đề cập đến nguyên liệu làm vỏ cho thực phẩm chiên bao,  và phương pháp biến tính bột mì cho thực phẩm chiên bao."
"Composition with greasy flavor function and method for producing food or beverage thereof|The invention relates to a composition with greasy flavor function and a production method of food or beverage thereof. The invention also relates to a method for making ""Kokumi"" flavor original flavor for food or beverage. The original ""Kokumi"" flavor is transferred to food or beverages by using G-glutamyl peptides,  such as G-glutamyl-Gly,  combined with L-citric acid or adipic acid.",具有油腻风味功能的组合物及其食品或饮料的生产方法|本发明涉及一种具有油腻风味功能的组合物及其食品或饮料的生产方法。 本发明还涉及用于为食品或饮料制作“Kokumi”风味原味的方法。 通过使用G-谷氨酰肽，如G-谷戊酰-Gly，与L-柠檬酸或己二酸结合，将原味的“Kokumi”风味传递到食品或饮料中。,"CHẾ PHẨM CÓ CHỨC NĂNG TẠO VỊ BÉO NGẬY VÀ PHƯƠNG PHÁP SẢN XUẤT THỰC PHẨM HOẶC ĐỒ UỐNG|Sáng chế đề cập đến chế phẩm có chức năng tạo vị béo ngậy và phương pháp sản xuất thực phẩm hoặc đồ uống. Sáng chế cũng đề cập đến phương pháp để tạo vị ""kokumi"" kiểu vị ban đầu cho thực phẩm hoặc đồ uống. Bằng cách sử dụng g-glutamyl peptit,  như g-Glu-Val-Gly,  kết hợp với axit L-tatric hoặc axit adipic,  vị ""kokumi"" kiểu vị ban đầu được truyền cho thực phẩm hoặc đồ uống."
"A pet food contains processed waxy kazawa starch.|New revision 26/9/2560 a pet food consisting of a base material made of meat or meat byproducts. Also provided is an Akvius phase formed by assembling a waxy Kazawa in Hibitted starch,  the waxy Kazawa being acetyl substituted in Hibitted starch to enhance the toughness of the Akvius phase. Also provided is a gravy for a pet food,  the gravy comprising a combination of acetyl-substituted waxy Kazawa in Hibitted starch,  the result of which is toughening of the composition. It has stability against freezing/thawing in excess of about five cycles. In addition,  it is provided to a pet dog or cat by feeding the pet dog or cat with a gravy comprising hydroxypropyl substituted waxy Kazawa Hibitted starch in an amount of less than about 2.5% by weight of the hydroxypropyl substituent,  resulting in toughening of the Akvius phase at such a dose.",宠物食品，含有加工过的蜡状卡扎瓦淀粉。|新修订26/9/2560由肉类或肉类副产品制成的基本材料组成的宠物食品。还提供了一种由蜡质卡泽瓦在Hibited淀粉组装而成的Akvius相，该蜡泽瓦在Hibited淀粉中被乙酰取代，以提高Akvius相的增韧性。还提供了：一种用于宠物食品的肉汁，该肉汁由含有乙酰基取代的蜡状Kazawa in Hibited淀粉组合而成，其结果是该组合物的增韧。它对冷冻/解冻的稳定性超过了大约5次循环。此外，它还提供给宠物狗或猫的喂食方法是：宠物食品用肉汁，含有羟丙基取代的蜡状Kazawa Hibited淀粉，其含量低于羟丙基取代剂重量的约2.5%，在这样一个剂量下，导致Akvius相的增韧。,"อาหารสัตว์เลี้ยงซึ่งมีแวกซี่คาซาวาสตาร์ชชนิดแปรรูป|แก้ไขใหม่ 26/9/2560          องค์ประกอบอาหารสัตว์เลี้ยงซึ่งประกอบรวมด้วยวัสดุพื้นเนื้อที่ประกอบรวมด้วยเนื้อ หรือผลผลิตพลอยได้ของเนื้อ และแอคเควียสเฟสที่ประกอบรวมด้วยแวกซี่คาซาวาอินฮิบิเทดสตาร์ชที่มีการแทนที่ด้วยแอซีทิลในปริมาณที่ยังผลเพื่อทำให้เกิดการเหนียวขึ้นของแอคเควียสเฟสดังกล่าวได้ถูกให้ไว้ ที่ยังให้ไว้คือ น้ำเกรวี่สำหรับอาหารสัตว์เลี้ยงซึ่งประกอบรวมด้วยแวกซี่คาซาวาอินฮิบิเทดสตาร์ชที่มีการแทนที่ด้วยแอซีทิลในปริมาณที่ยังผลเพื่อทำให้เกิดการเหนียวขึ้นขององค์ประกอบดังกล่าว และซึ่งมีความเสถียรต่อการแช่แข็ง/ละลายที่มากกว่าประมาณ 5 รอบ ตลอดจนวิธีของการให้อาหารแก่สัตว์เลี้ยงพวกสุนัข หรือพวกแมว ที่ยังให้ไว้คือ น้ำเกรวี่สำหรับอาหารสัตว์เลี้ยงที่ประกอบรวมด้วยแวกซี่คาซาวาอินฮิบิเทดสตาร์ชที่มีการแทนที่ด้วยไฮดรอกซีโพรพิลซึ่งมีน้อยกว่าประมาณ2.5%,  โดยน้ำหนักของตัวแทนที่ด้วยไฮดรอกซีโพรพิล,  ในปริมาณที่ยังผลเพื่อทำให้เกิดการเหนียวขึ้นของแอคเควียสเฟสดังกล่าว"
"Flavoring tablets or broths used in cooking and methods for reducing solidification of flavoring tablets or broths|The invention relates to a seasoning tablet or broth as a cooking additive,  which is used for making food products used in cooking. A flavored tablet or broth comprising salt,  oil and/or fat and flavoring agents used in cooking,  characterized in that the tablet further comprises 1% to 25% of grain bran by dry mass. In addition,  the invention also relates to a method for reducing the hard chemistry of condiment tablets or broths.",烹调中使用的调味片剂或肉汤以及减少调味片剂或肉汤硬化的方法|本发明涉及一种作为烹调添加剂的调味片或肉汤，用于制作烹调中使用的食品产品。 一种调味片或肉汤，包括盐，油和/或脂肪以及烹调中使用的调味剂，其特征在于，这种片还包括占干质量的1%至25%的谷物麸皮。 此外，本发明还涉及一种降低调味品片剂或肉汤的硬化学性的方法。,"VIÊN NÉN GIA VỊ HOẶC NƯỚC DÙNG DÙNG TRONG NẤU ĂN VÀ PHƯƠNG PHÁP LÀM GIẢM SỰ HÓA CỨNG CỦA VIÊN NÉN GIA VỊ HOẶC NƯỚC DÙNG|Sáng chế đề cập đến viên nén gia vị hoặc nước dùng được sử dụng làm phụ gia nấu ăn để chế biến các sản phẩm thực phẩm dùng trong nấu ăn. Viên nén gia vị hoặc nước dùng bao gồm muối,  dầu và/hoặc chất béo và chất tạo hương vị dùng trong nấu ăn,  đặc trưng ở chỗ viên nén còn bao gồm cám ngũ cốc chiếm 1 đến 25% khối lượng khô. Ngoài ra,  sáng chế đề cập đến phương pháp làm giảm sự hóa cứng của viên nén gia vị hoặc nước dùng."
"Production process of nutritious food and nutritious food obtained by the process|The invention relates to a method for producing nutritious food from flour raw material sources,  wherein the method comprises the following steps :  (a) preparing raw materials;  (b) sieve out that impurity mixture,  cooking at a temperature of 85 to 100 C for 10 to 15 minute,  then pulverizing,  and collecting the liquid mixture;  (c) enzymatic hydrolysis;  And (d) the collection of nutritious food. In addition,  the invention also relates to a method for producing nutritious food from fresh raw material sources,  a method for producing vegetarian nutritious food and nutritious food obtained by these methods.",营养食品的生产工艺及通过该工艺得到的营养食品|本发明涉及一种由面粉原料来源生产营养食品的方法，其中，该方法包括以下步骤 : (a)制备原料； (b)筛除杂质混合物，在85~100°C的温度下蒸煮10~15分钟，然后进行粉碎，收集液体混合物； (c)酶水解； 以及(d)收集营养食品。此外，本发明还涉及从新鲜原料来源生产营养食品的方法，素食营养食品的生产方法以及通过这些方法获得的营养食品。,"QUY TRÌNH SẢN XUẤT THỰC PHẨM DINH DƯỠNG VÀ THỰC PHẨM DINH DƯỠNG THU ĐƯỢC BẰNG QUY TRÌNH NÀY|Sáng chế đề cập đến quy trình sản xuất thực phẩm dinh dưỡng từ nguồn nguyên liệu bột,  trong đó quy trình này bao gồm các bước :  (a) chuẩn bị nguyên liệu;  (b) rây hỗn hợp loại bỏ tạp chất,  nấu ở nhiệt độ từ 85 đến 100°C trong thời gian từ 10 đến 15 phút,  sau đó đem nghiền thu hỗn hợp dạng lỏng;  (c) thủy phân enzym;  và (d) thu thực phẩm dinh dưỡng.Ngoài ra,  sáng chế còn đề cập đến quy trình sản xuất thực phẩm dinh dưỡng từ nguồn nguyên liệu tươi,  quy trình sản xuất thực phẩm dinh dưỡng dành cho người ăn chay và thực phẩm dinh dưỡng thu được bằng các quy trình này."
