sentence_A,sentence_B,label
"Crop nutrition monitor system and method|The invention relates to a crop nutrition monitoring system and a method thereof. The system comprises :  a sample collector (1),  which is divided into a plurality of small tanks separated from each other,  each small tank contains at least one double sensor (2),  wherein an EC double sensor head (2.1),  a pH double sensor head (2.2) and a water temperature double sensor head (2.3) are provided;  The other end of the ambient double sensing head (2.4) is directly connected to the central control unit (3),  and the difference is that the double sensing head (2) is formed as a double sensing head,  wherein each double sensing head is two single sensors that can independently collect sensing values on the same measuring element;  The central control unit (3) connected with the computer (4) undertakes the data acquisition task,  calculates,  judges and compares the data collected from the double sensor head (2),  and directly controls the environmental adjustment device (12);  The inlet of the sample collector (1) is nutrient solution fed from the main nutrient tank (6);  At & LT;  A nutrient pond (6) of IMAGE1 has an inlet water source (6.1),  and the nutrient supply to the pond (6.2) is regulated by a central control unit (3).",方法增强皮肤保湿，去角质，增强皮肤弹性，防止皮肤红肿，改善皮肤皱纹，或减轻皮肤因日晒而老化|本发明提供了一种以含有离子on或离子on的盐为有效成分的化妆品组合物，保健功能食品组合物，药物和化妆品药物，增强皮肤保湿，去角质，增强皮肤弹性，防止皮肤发红，改善皮肤皱纹，和/或减轻皮肤因日晒而老化的方法。,1.0
"Load redistribution method and system,  communication network entity,  access network entity and computer readable storage medium|The invention relates to a load playback distribution method and system,  a communication network entity,  an access network entity and a computer readable storage medium. The method comprises the following steps :  determining a target access management entity by a communication network entity to distribute load replay;  Then,  the access network entity is sent to the access network entity,  the identification information of the initial access management entity and the identification information of the destination access management entity or the address of the destination access management entity correspond to the access network entity,  so that the access network entity is sent to the destination access management entity by relying on the notification from the user equipment (UE) carried in the message from the UE. According to the technical scheme,  the sum of additional overhead in the load retransmission process is reduced,  and the efficiency of load retransmission is enhanced. & Image1 & Lt;  Image2",气体飞行仪表用惯性传感器热稳定比截面|设计了用于飞行仪表气体的惯性传感器热稳定性专用部分，它包括三个主组件，即温度控制组件，惯性传感器组件，中央处理组件，辅助组件为缓冲级联组件，此外还有中间连接电路。 本发明具有结构紧凑，适应功能要求和空间受限，体积小，飞行仪表气体性能好等优点。 该传感器的设计目的是根据环境温度信息自行确定加速度计的预期温度，从而在整个工作会话期间稳定设定的温度。 在环境温度变化过大的情况下，系统自行设定相应的期望温度，同时对传感器改变温度控制参数和误差补偿参数。&LT；Image1,1.0
利用放大倍数和相角测量IC实现天线阻抗精确测量的传感器|本发明提出了一种使用放大倍数和相角测量IC精确测量天线阻抗的传感器，这是一种在阻抗测量装置中可应用的重要传感器，特别是在短波频段的天线自动调谐器(ATU)中。 提出的传感器由两个传感器组成 : 第一个传感器实现反射系数量级的同时测量？？？ 以及相位差角的绝对值(？相？)； 第二传感器确定天线的电容/电感。 放大倍数和相位角测量IC用于功率(或功率比)方面的放大倍数测量和两个输入频率相同的信号之间的相位角测量，因此可以充分利用该功能测量负载(天线)的阻抗。,用于减少日常业务操作中的损耗和浪费的系统和方法，以及计算机可读的存储介质|本发明涉及一种用于减少日常业务操作中的损失和浪费的数据处理系统和方法。 该系统包括库存与采购模块，销售与订单处理模块，人力资源模块，账户管理模块，数据输入手段，财务报表模块。 所有模块相互集成，并设置为将基于接收到的交易数据结构的数据信息实时地提供给数据处理系统，所述数据信息允许在日常业务操作中防止丢失和浪费。 根据本发明的系统确保只启动预期产生比在时间和金钱上的投资更大的效益的业务。 此外，本发明还涉及计算机可读存储介质，用于实现日常业务操作中减少损耗和浪费的方法。 &L；Image1,1.0
烹调过的含淀粉的食物和生产这种食物的方法|本发明涉及一种通过含有酸而具有高保藏性但酸味减少的烹调的含淀粉食品。 本发明烹调的含淀粉食品包括添加到此食品表面的乳状液，此乳状液含有油或脂肪，有机酸和酸性六偏磷酸。 本发明还涉及一种用于生产煮熟的含淀粉食品的方法。,"THIẾT BỊ HIỂN THỊ BAO GỒM PHẦN NHÔ CỰC NHỎ ĐỂ ĐIỀU CHỈNH GẮN VÀ THÁO VÀ PHƯƠNG PHÁP SẢN XUẤT THIẾT BỊ NÀY|Sáng chế đề cập đến thiết bị hiển thị bao gồm phần nhô cực nhỏ để điều chỉnh gắn và tháo,  có các chức năng bổ sung như điều chỉnh lực kết dính,  chống bám dị vật,  chống bám vân tay,  loại bỏ bọt khí dễ dàng,  áp dụng thuận tiện cho màn hình cong khi gắn và tháo cửa sổ hay màn hiển thị và phương pháp sản xuất thiết bị này. Trong thiết bị và phương pháp sản xuất,  thiết bị hiển thị này bao gồm cửa sổ và màn hiển thị,  và một cách tùy chọn bao gồm màn hình cảm ứng bao gồm lớp gắn và tháo nằm trên một bộ phận trong số cửa sổ,  màn hình cảm ứng và màn hiển thị và có lực kết dính từ 0, 1gf/25mm đến 500gf/25mm,  lớp điều chỉnh gắn và tháo được đặt đối diện với lớp gắn và tháo nằm trên một bộ phận trong số cửa sổ,  màn hình cảm ứng hoặc màn hiển thị và có phần nhô cực nhỏ được tạo thành trên đó.&lt; Image1",1.0
"Vehicle diagnostic data storage system and electric quantity storage device|The invention relates to a vehicle diagnostic data storage system and a power storage device. A network of collecting,  charging and distributing machines will collect,  charge and distribute portable energy storage devices (e.g. Batteries,  supercapacitors or capacitors with supercapacitors). The vehicle diagnosis data of the vehicle using the portable power storage device is stored on the guessing foot data storage system of the portable power storage device while using the portable power storage device of the corresponding vehicle. When a user installs a portable power storage device in the acquisition,  charging and distribution motor,  or is within the wireless communication range of the acquisition,  charging and distribution motor,  a connection is established between the acquisition,  charging and distribution motor and the portable power storage device. Then,  the acquisition,  charging and distribution machine reads the vehicle diagnostic data stored on the diagnostic data storage system of the portable power storage device and provides information related to the diagnostic data.",ผลิตภัณฑ์ขนมขบเคี้ยวจากมันเทศและกรรมวิธีการผลิต|บทสรุปการประดิษฐ์ซึ่งจะปรากฏบนหน้าประกาศโฆษณา   : หน้า 1 ของจำนวน 1 หน้าบทสรุปการประดิษฐ์ผลิตภัณฑ์ขนมขบเคี้ยวจากมันเทศ ประกอบด้วย วัตถุดิบมันเทศ แห้งมันสำปะหลัง แห้งสาลี; แป้งข้าวโพด และเกลือ มีขั้นตอนการผลิตดังนี้ นำวัตถุดิบแห้งมาผสมให้เข้ากัน นวดส่วนผสมด้วยนํ้า; นำมาขึ้นรูป จากนั้นอบแห้งจนมีความชื้น ร้อยละ 0.1 - 15 นำแป้งโดอบแห้งที่ได้มาพองตัวโดยเทคนิคที่; ไม่ใช้การทอด ได้แก่ การอบด้วยลมร้อน การอบด้วยไอน้ำยิ่งยวด การใช้ไมโครเวฟ เป็นด้น ได้เป็น; ผลิตภัณฑ์ขนมขบเคี้ยวเพื่อสุขภาพที่ใช้วัตถุดิบมันเทศเป็นองค์ประกอบหลัก มีขั้นตอนในการเตรียม; แป้งโดที่ไม่ซับซ้อนยุ่งยาก ลดระยะเวลาในการผลิต สามารถเก็บรักษาได้นานที่อุณหภูมิห้อง; นอกจากนแห้งโดยังมีคุณสมบัติที่สำคัญ คือ สามารถพองตัวได้ดีด้วยเทคนิคที่ไม่ใช้การทอด โดย; ผลิตภัณฑ์ขนมขบเคี้ยวที่ได้หลังการพองตัว จะมีรูพรุนขนาดเล็กจำนวนมากในโครงสร้าง ทำให้เนื้อ; สัมผัสมีความกรอบเบา มีลักษณะปรากฎที่ดีตามธรรมชาติของวัตถุดิบมันเทศที่ใช้ และสามารถปรุง; แต่งกลิ่นรสต่างๆได้,1.0
通信设备的连接设置的配置方法和设备|本发明涉及允许与一个或多个朋友共享一个或多个连接参数的设备，其可以包括处理器和存储计算机可执行代码的存储器，以使该设备至少执行包括检测至少一个接入点的一个或多个连接参数和关联数据的操作。 计算机程序代码也可以使设备执行连接参数的提供，并且数据被组合成包含在至少一个用户简档中。 该配置文件可以与识别用户的一个或多个被识别的朋友之间的一个或多个关系的社交网络服务相关联。 计算机程序代码还可以使设备允许提供与至少一个用户设备或一个或多个朋友设备相关联的连接参数和数据。 本发明还涉及相应的方法和计算机程序产品。,接收电池的方法和通知系统|本发明涉及一种通过接收电池的通知系统执行的通知方法，包括 : a)检查待充电电池(4)的相关电池标识符； b)确定与所述参考电池标识符中的一个匹配的参考电池数据组合中的一个对应的参考电池数据组合中的一个，并对电池充电(4)；和c)当确定电池(4)已完全充电时，将接收消息发送到由步骤b中这些确定的参考电池数据组合中的一个的用户端接收代码指定的消息发送目的地。,1.0
"The invention relates to an electric core of a single-cavity packaged battery and a manufacturing method thereof.|New revision 4/9/2017;  A set of machines,  systems,  and methods described herein relate to the manufacture and use of units;  Single-cavity battery. In some appearances,  the electrochemical cell is comprised of a collector;  Said first current having a periphery connected to a first portion of said fill chamber,  said first current collector,  said first current collector;  A first electrode material and a second current collector disposed in the region;  A second portion connected to said fill chamber,  wherein said second current collector has said material;  A second electrode disposed on said region and a separator disposed between said materials;  Said first electrode and said second electrode material,  a first portion of said fill chamber being connected to said portion;  A second filling chamber for filling the electrochemical cell.","THIẾT BỊ ĐIỆN TỬ NHẬN THÔNG TIN VÂN TAY THÔNG QUA PHẦN CHỈ DẪN|Sáng chế đề cập đến thiết bị điện tử. Thiết bị điện tử này bao gồm màn hình,  bộ cảm biến vân tay được bố trí bên dưới màn hình,  và bộ xử lý được nối điện với màn hình và bộ cảm biến vân tay. Bộ xử lý được tạo kết cấu để thiết lập vùng cảm biến vân tay ở một vị trí,  tuơng ứng với vị trí trong đó bộ cảm biến vân tay được bố trí,  trên màn hình nếu thiết bị điện tử đi vào trạng thái đăng ký vân tay của ngón tay,  để hiển thị phần chỉ dẫn thứ nhất trên màn hình sao cho phần chỉ dẫn thứ nhất ít nhất một phần xếp chồng lên vùng cảm biến vân tay,  để thu thông tin vân tay thứ nhất thông qua vùng cảm biến vân tay nếu ngón tay chạm vào phần chỉ dẫn thứ nhất,  để hiển thị phần chỉ dẫn thứ hai trên màn hình sao cho phần chỉ dẫn thứ hai ít nhất một phần xếp chồng lên vùng cảm biến vân tay,  và để thu thông tin vân tay thứ hai thông qua vùng cảm biến vân tay nếu ngón tay chạm vào phần chỉ dẫn thứ hai. &lt; Image1",1.0
一种用于解码微磨损数据和计算机可读不变记录对象的方法和装置|本发明涉及一种用于解码微磨损数据和计算机可读不变记录对象的方法和装置。 根据本发明，用于编码微耗损数据的方法包括将微耗损数据的一个或多个解码单元存储到图像缓冲存储器的步骤。 该方法还包括从一个或多个解码单元的相应缓冲存储器获得检索时间的步骤，其中从相应缓冲存储器获得检索时间的步骤包括从至少一个解码单元的相应缓冲存储器获得指示检索时间的相应信令值的步骤。 该方法还包括根据从每个解码单元的增益缓存中检索的时间从图像缓存中检索解码单元的步骤。 该方法还包括对与检索到的解码单元对应的微佩带数据进行编码的步骤，其中，微佩带数据编码步骤包括对解码单元中的至少一个进行解码的步骤。,"CẢM BIẾN MÀN HÌNH CẢM ỨNG VÀ PANEN MÀN HÌNH CẢM ỨNG CÓ CẢM BIẾN NÀY|Sáng chế đề cập đến cảm biến màn hình cảm ứng và panen màn hình cảm ứng có cảm biến này,  trong đó điện cực anten được tạo thành trong vùng giả giữa các điện cực cảm biến chạm,  bằng cách đó ngăn sự suy giảm phẩm chất nhìn thấy được của panen màn hình cảm ứng và thực hiện cảm nhận thao tác chạm và chức năng anten. Cảm biến màn hình cảm ứng bao gồm :  chi tiết nền được làm bằng vật liệu trong suốt;  mẫu mạch phía trên bao gồm nhiều điện cực cảm biến thứ nhất được đặt cách nhau và được tạo thành trên bề mặt thứ nhất của chi tiết nền;  mẫu mạch phía dưới bao gồm nhiều điện cực cảm biến thứ hai được đặt cách nhau và được tạo thành trên bề mặt thứ hai của chi tiết nền;  và điện cực anten được tạo thành trên bề mặt thứ nhất của chi tiết nền và được tạo thành trong khoảng trống giả được định râ giữa nhiều điện cực cảm biến thứ nhất.",1.0
模板自适应平移编码解码装置|本发明涉及确定的模板自适应平移度参数(SAO)的信号生成，以便在微耗损编码和解码操作中使原始图像和重构图像之间的误差最小。 具体而言，本发明提出了一种模板自适应平移编码和解码装置。 另外，本发明提出了一种存储包含星型信息的位线的非可变计算机可读存储器。,"PHƯƠNG PHÁP ĐIỀU KHIỂN SỰ HIỂN THỊ CỦA MÀN HÌNH THIẾT BỊ ĐẦU CUỐI DI ĐỘNG VÀ THIẾT BỊ ĐẦU CUỐI DI ĐỘNG|Sáng chế đề cập đến lĩnh vực công nghệ máy tính,  và cụ thể là,  đề cập đến phương pháp điều khiển sự hiển thị của màn hình thiết bị đầu cuối di động,  và thiết bị đầu cuối di động. Trong phương pháp điều khiển sự hiển thị của màn hình thiết bị đầu cuối di động,  thiết bị đầu cuối di động này có thể phát hiện xem liệu chùm tia được phát ra từ thiết bị nhận diện có đến hay không. Khi thiết bị đầu cuối di động phát hiện ra rằng chùm tia đến,  thiết bị đầu cuối di động này có thể xác định xem liệu chùm tia đã được phát hiện này có đang ở trạng thái nghiêng hay không. Khi thiết&lt; Image1  bị đầu cuối di động phát hiện ra rằng chùm tia đang ở trạng thái nghiêng,  thiết bị đầu cuối di động này có thể điều chỉnh hướng hiển thị của nội dung giao diện trên màn hình của thiết bị đầu cuối di động dựa vào trạng thái nghiêng của chùm tia. Do đó,  hiệu quả nhận diện nội dung giao diện trên màn hình của thiết bị đầu cuối di động được cải thiện.",1.0
沥青软化学温度自动测定装置|本发明是一种采用激光传感器与T型热传感器协调的自动软化学温度测定装置，借助于数据自动计算技术，取代了实验操作中完全使用人力(人)。 该装置由以下集电器组成 : 热计量容器部分由 : 钢架支架(1.1)，加热美索丝(1.2)，热计量传感器(1.3)，磁球(1.4)，容器壳体(1.5)组成； 本体包括 : 激光发射油(2.1)；TH&LT；Image1U激光头(2.2)；信息显示屏(2.3)。 控制和处理单元(2.4)，电源块(2.5)，传感器块(2.6)，温度调节块(2.7)，磁力搅拌电机(2.8)，磁力搅拌调速哲学(2.9)； 温度调节哲学(2.10)； 热传感器输入端(2.11)，热升压装置输入端(2.12)，电源插头(2.13)，支架(2.14)。,"THIẾT BỊ VÀ PHƯƠNG PHÁP TẠO GIAO DIỆN NGƯỜI SỬ DỤNG|Sáng chế đề cập tới thiết bị,  phương pháp,  chương trình máy tính và giao diện đồ họa người sử dụng. Thiết bị bao gồm ít nhất một bộ xử lý;  và ít nhất một bộ nhớ lưu các lệnh chương trình máy tính,  ít nhất một bộ xử lý được tạo cấu hình để thực thi các lệnh chương trình máy tính để làm cho thiết bị ít nhất thực hiện các bước :  điều khiển màn hình để hiển thị một hoặc nhiều mục đồ họa từ lớp thứ nhất của hệ thống thực đơn phân cấp;  đáp lại việc chọn mục đồ họa thứ nhất của người sử dụng từ lớp thứ nhất của hệ thống thực đơn phân cấp,  vào lớp thứ hai của hệ thống thực đơn phân cấp,  trong đó,  việc vào lớp thứ hai của hệ thống thực đơn phân cấp bao gồm việc hiển thị một hoặc nhiều mục đồ họa khác,  từ lớp thứ hai của hệ thống thực đơn phân cấp,  được kết hợp với mục đồ họa thứ nhất;  phát hiện thay đổi về độ nghiêng của thiết bị,  trong khi một hoặc nhiều mục đồ họa từ lớp thứ nhất của hệ thống thực đơn phân cấp được hiển thị trên màn hình;  và sau khi phát hiện thay đổi về độ nghiêng của thiết bị,  điều khiển,  màn hình để hiển thị hình duyệt trước bao gồm một hoặc nhiều mục đồ họa khác,  được kết hợp với mục đồ họa thứ nhất,  từ lớp thứ hai của hệ thống thực đơn phân cấp.",1.0
"Charging method of exchangeable energy storage device,  server of equipment exchange station and management method thereof|The invention relates to a method and system for charging a switched power storage device disposed at a device switching station (107). The method includes,  for example,  (1) receiving demand information;  (2) determining a charging plan for a minimum number of equipment exchange stations according to a charging state (SOC,  stage charging) of each exchange energy storage device arranged at the equipment exchange station and an available amount of electricity at the equipment exchange station;  (3) issuing a charging command to each exchange energy storage device according to a charging rule;  and (4) sending a charging command to the equipment exchange station.","THIẾT BỊ HIỂN THỊ PHÁT SÁNG HỮU CƠ VÀ PHƯƠNG PHÁP SẢN XUẤT CHÚNG|Sáng chế đề cập tới thiết bị hiển thị phát sáng hữu cơ. Thiết bị hiển thị phát sáng hữu cơ được định cấu hình theo cách mà hình dạng của đê bao được thay đổi để tương ứng với các điểm bắt đầu và kết thúc của việc phủ vật liệu mẫu bít kín để có chiều rộng đồng đều của mẫu bít kín cho từng vùng,  nhờ đó đạt được khung viền hẹp. Sáng chế cũng đề cập tới phương pháp sản xuất thiết bị hiển thị phát sáng hữu cơ.&lt; Image1",1.0
化妆品制剂|本发明涉及一种含有不规则的氧化硅粉末和组合增稠剂的化妆品组合物。,"THIẾT BỊ ĐIỆN TỬ VÀ PHƯƠNG PHÁP HOẠT ĐỘNG CỦA THIẾT BỊ ĐIỆN TỬ NÀY|Sáng chế đề cập tới thiết bị điện tử và phương pháp hoạt động của thiết bị điện tử này. Phương pháp và thiết bị bao gồm màn hình,  cảm biến vân tay được tạo thành trong ít nhất một phần của vùng hiển thị của màn hình,  và bộ xử lý,  trong đó bộ xử lý được tạo cấu hình để xác định nội dung bao gồm ít nhất một đối tượng được hiển thị trên màn hình,  khi nội dung không liên quan tới hoạt động thu nhận thông tin dấu vân tay,  thì hiển thị ít nhất một đối tượng ở vị trí định trước,  và khi nội dung liên quan tới hoạt động thu nhận thông tin dấu vân tay,  thì hiển thị ít nhất một đối tượng trong ít nhất một phần của vùng hiển thị mà trong đó cảm biến vân tay được tạo thành. Sáng chế cũng có thể có các phương án khác.",1.0
"Lipophilic compound-containing lipsom preparation and preparation process thereof|The invention relates to a lipid preparation method capable of increasing the load of drugs and/or active substances for diagnosing diseases and a substance in cosmetics that is almost dissolved by a liposome membrane,  A liposome dispersion having increased stability to liposome release active substances and/or substances in cosmetics obtained from the above process,  and a drug or cosmetics containing such a stable liposome dispersion. The preparation process may include a water-based step and rehydration of the liposome dispersion,  which may be achieved by spray drying.","HỖN HỢP MÌ VÀ MÌ CHỨA HỖN HỢP NÀY|Sáng chế đề cập đến mì giàu chất xơ thực phẩm và có lượng hydrat cacbon thấp nhưng có cấu trúc tuyệt vời. Ngoài ra,  sáng chế còn đề cập đến hỗn hợp mì chứa tinh bột khó tiêu thu được từ một hoặc nhiều nguồn trong số lúa mì,  bột sắn,  ngô và khoai lang với lượng từ 10 đến 60% theo khối lượng,  và tinh bột được cải biến có nhiệt độ bắt đầu gelatin hóa thấp hơn nhiệt độ bắt đầu gelatin hóa của tinh bột nguyên liệu thô của nó khoảng 0, 1 °C hoặc hơn thế với lượng từ 5 đến 30% theo khối lượng,  và hỗn hợp này có hàm lượng protein là từ 8 đến 20% theo khối lượng.",1.0
一种协助电车使用者预留充电站可重充电装置的方法|本发明提出了一种在通过充电站(3)预置可重置充电装置的同时辅助电动车用户(22)的方法。 与电动车(22)有关的预设支持块(2)计算从与电动车(22)相对应的当前位置到目标点的估计路径距离，并根据电动车(22)当前使用的重合闸的剩余功率计算剩余路径距离。 当估计的行驶里程大于剩余的行驶里程时，预设支持块(2)提供最近的充电站指示器(3)可用的充电站信息。&LT；Image1,含有粉末的组合物，这种组合物的制造方法和含有这种组合物的化妆品|本发明涉及含有溶剂的组合物，在该溶剂中具有位于其表面的第一电荷载体粉体，具有第二电荷的离子聚合物与第一电荷相反，以及具有第一电荷的多价离子。 这种离子粉末和聚合物是离子结合和/或静电结合在一起的。 这种多价离子和离子聚合物相互之间是离子键和/或静电键合的。 本发明还涉及含有此组合物的化妆品和生产此组合物的方法。&lt；image1,1.0
"Makeup brush and face washer made of nickel|The invention provides a face washing machine,  which has a makeup brush made of nylon hair,  and the bristle base is divided into two sides,  so that the nylon hair is respectively installed on the inner side and the outer side,  wherein the two ends of the bristles are round,  and the bristles installed on the inner side rotate to produce a soft and stable face washing effect. The face washer comprises a box body (100),  wherein the box body (100) comprises a rotating device that rotates when receiving a power supply;  And a wash brush (600) connected to the housing for rotation;  Wherein the wash brush (600) includes :  a first bristle (610) having bristles and mounted on the output end of the rotating device for forward rotation;  And a plurality of second fur (620) mounted at the front of the outer surface of the box body and made from fluff to a contour surrounding the periphery of the first fur (610) to prevent splashing of external factors.","PHƯƠNG PHÁP SẢN XUẤT GẠO CÓ HÀM LƯỢNG PROTEIN THẤP VÀ THỰC PHẨM TỪ GẠO CÓ HÀM LƯỢNG PROTEIN THẤP|Sáng chế đề cập đến phương pháp sản xuất gạo có hàm lượng protein thấp,  phương pháp này bao gồm tiến hành xử lý phân giải protein gạo thô,  rửa gạo đã qua xử lý thu được này,  bám dính dầu lên gạo,  và sau đó gelatin hóa gạo. Sáng chế tạo ra gạo có năng lượng cao,  có hàm lượng protein thấp mà có đặc tính phân phối xuất sắc để cung cấp cho bệnh nhân mắc bệnh thận hoặc bệnh tương tự mà phải giới hạn sự hấp thu protein của họ.",1.0
晶体管和显示器件|本发明涉及一种包括具有纳米晶并具有非常稳定物理特性的半导体氧化物的晶体管和包括该晶体管的显示装置。 这种纳米晶体的尺寸小于或等于10nm。 在测量面积大于等于5nmJ和小于等于10nmJ时，半导体氧化物截面的纳米束电子衍射图中观察到了圆周排列的光斑。 用XRD分析半导体氧化物时，未观察到半导体氧化物中与纳米晶相对应的峰。,模板自适应平移编码方法及装置，模板自适应平移解码装置|本发明涉及确定的模板自适应平移度参数(SAO)的信号生成，以便在微耗损编码和解码操作中使原始图像和重构图像之间的误差最小。 具体而言，本发明提出了一种模板自适应平移解码装置，方法和模板自适应平移编码装置。 另外，本发明提出了一种存储包含星型信息的位线的非可变计算机可读存储器。,1.0
"Display control method for mobile terminal display and mobile terminal|The invention relates to the technical field of computers,  in particular to a method for controlling the screen display of a mobile terminal and a mobile terminal. In a method of controlling the display of a display of a mobile terminal,  the mobile terminal can detect whether a light beam emitted from an identification device has arrived. When the mobile terminal detects the arrival of the light beam,  the mobile terminal may determine whether the detected light beam is in an inclined state. When tet & lt;  When image1 is discovered by the mobile terminal that the light beam is in an inclined state,  the mobile terminal can adjust the display direction of the interface content on the screen of the mobile terminal according to the inclined state of the light beam. Therefore,  the efficiency of identifying interface contents on the screen of the mobile terminal is improved.",单腔封装电池的电芯及其制造方法。|新修订4/9/2017；本文中描述的一组机器、系统和方法涉及单元的制造和使用；单腔电池。在某些外观上，电化学电池由收集器组成；所述第一电流，其外围连接到所述填充腔的第一部分，所述第一电流收集器，所述第一电流收集器；在上述区域上设置有第一电极材料，第二电流收集器，其；连接到所述填充腔的第二部分，其中所述第二电流收集器具有所述材料；设置在所述区域上的第二电极和设置在所述材料之间的隔板；所述第一电极和所述第二电极材料，所述填充腔的第一部分与所述部分相连接；第二个填充腔，用于填充电化学电池。,1.0
"Door slot cover for a sensor block,  the sensor block comprising the door slot cover|The invention relates to a door groove housing for a sensing block,  wherein the sensing block comprises the door groove housing,  the door groove housing comprises a body in which an element accommodating unit accommodating a light emitting element and a light absorbing element of the sensing block is arranged;  And a radiation unit disposed at a position corresponding to the light emitting element in the element receiving unit to change the light generated from the light emitting element to a predetermined light beam range and radiate the light.","HỆ THỐNG VÀ PHƯƠNG PHÁP ĐỒNG BỘ DỮ LIỆU TRONG ỨNG DỤNG MẠNG|Sáng chế đề cập đến máy tính tiếp nhận các sự kiện người dùng nhập vào liên kết với ứng dụng mạng. Mỗi một sự kiện người dùng nhập vào tương ứng khung ảnh tương ứng của ứng dụng mạng và các sự kiện người dùng nhập vào gồm ít nhất một sự kiện người dùng nhập vào từ xa từ nguồn xa. Máy tính tạo và cập nhật dữ liệu đáp ứng từ các khung ảnh tương ứng liên kết với các sự kiện người dùng nhập vào cho khung ảnh hiện tại của ứng dụng mạng. Theo một số phương án thực hiện,  các sự kiện người dùng nhập vào tất cả đều từ người dùng nội bộ của máy tính. Máy tính cũng tạo và cập nhật dữ liệu đồng bộ từ khung ảnh tương ứng liên kết với ít nhất một sự kiện người dùng nhập vào từ xa cho khung ảnh hiện tại của ứng dụng mạng. Cuối cùng,  máy tính thay thế dữ liệu đáp ứng bằng dữ liệu đồng bộ. Ngoài ra,  sáng chế còn đề cập đến hệ thống và phương pháp đồng bộ dữ liệu trong ứng dụng mạng.",1.0
油包水乳液型防晒化妆品|本发明是一种油包水乳液型防晒化妆品，具有较强的紫外线防护作用，同时无防晒化妆品特有的刺激性气味，使用时给人平滑和良好的檐篷感，使用时无粗糙和粘附感。 根据本发明的油包水乳液型防晒化妆品， 与此不同的是，该化妆品含有氧化锌微粒，由疏水氧化硅(A)，挥发氢碳(B)，挥发二甲基苯(C)和(D)任意半固态油，这些半固态油的添加量低于总防晒量的3%或45%。 具体地说，最好是油包水乳化型防晒化妆品中还含有半固态油，半固态油的含量与防晒化妆品总量相比在0.1%~3%wt%之间。,"PHƯƠNG PHÁP HỖ TRỢ NGƯỜI SỬ DỤNG XE ĐIỆN TRONG VIỆC ĐẶT TRƯỚC ẮCQUI NẠP LẠI ĐƯỢC BẰNG TRẠM NẠP ĐIỆN|Sáng chế đề xuất phương pháp hỗ trợ người sử dụng xe điện (22) trong khi đặt trước ắcqui nạp lại được bằng trạm nạp điện (3). Khối hỗ trợ đặt trước (2) liên quan đến xe điện (22) tính toán quãng đường đi ước tính từ vị trí hiện tại tương ứng với xe điện (22) đến điểm đích,  và tính toán quãng đường còn lại dựa trên điện năng còn lại của ắcqui nạp lại được hiện được sử dụng bởi xe điện (22). Khi quãng đường đi ước tính lớn hơn quãng đường còn lại,  khối hỗ trợ đặt trước (2) cung cấp thông tin trạm nạp điện mà chỉ báo trạm nạp điện gần nhất (3) có ắcqui nạp lại được sẵn có.&lt; Image1",1.0
"Electronic device having a plurality of display screens and method of operating the same|An electronic device,  Which includes a first display screen arranged toward a first direction,  A second display screen is arranged to face a second direction,  The memory is configured to hold display data for presentation on a first display screen or a second display screen,  And an application execution processor that,  in response to the input determination,  presents a function execution screen corresponding to the execution of the application program on the first display and additional information related to the real data of the application program execution according to the execution of the application program & Image1 application execution screen on the second display.",精油蒸馏后从唐膜果中获取脂肪油的工艺|本发明提供了一种在具有加热装置和搅拌器的提取桶中，用乙基醇700溶剂从唐膜果中提取脂肪油的方法，提取时间为12小时。 脂肪油成分有9种重要的脂肪酸，可用于食品，化妆品和医药。,1.0
